  0:00 ------------------------------------------------------------
  0:00 InitGame: \dmflags\0\fraglimit\30\timelimit\25\sv_hostname\malina\sv_maxclients\8\sv_minRate\0\sv_maxRate\0\sv_dlRate\100\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\g_maxGameClients\0\capturelimit\8\version\ioq3 1.36+u20181222.e5da13f~dfsg-2/Raspbian linux-arm Mar  8 2019\com_gamename\Quake3Arena\com_protocol\71\g_gametype\0\mapname\q3dm16\sv_privateClients\0\sv_allowDownload\0\bot_minplayers\0\gamename\baseq3\g_needpass\0
  0:00 ClientConnect: 0
 10:39 Item: 0 item_armor_combat
 10:39 Item: 1 ammo_shells
 10:39 Item: 1 ammo_bullets
 10:41 Item: 2 weapon_railgun
 10:42 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 10:44 Item: 2 weapon_rocketlauncher
 10:45 Item: 2 weapon_plasmagun
 10:46 Item: 2 item_armor_shard
 10:46 Item: 2 item_armor_shard
 10:47 Item: 2 item_armor_shard
 10:47 Item: 2 item_armor_shard
 10:47 Item: 2 item_armor_shard
 10:47 Item: 2 item_armor_shard
 10:48 Item: 0 weapon_railgun
 10:49 Item: 3 ammo_bullets
 10:49 Item: 2 item_health
 10:49 Item: 2 item_health
 10:50 Item: 2 item_health
 10:50 Item: 2 item_health
 10:50 Item: 1 weapon_rocketlauncher
 10:51 Item: 3 ammo_shells
 10:54 Item: 2 weapon_railgun
 10:55 Item: 1 item_health
 11:00 Item: 1 weapon_rocketlauncher
 11:01 Item: 0 weapon_railgun
 11:01 Item: 3 item_armor_shard
 11:03 Item: 2 item_health
 11:04 Item: 2 item_health
 11:04 Kill: 2 3 6: ^4anomen killed None by MOD_ROCKET
 11:06 Item: 0 weapon_railgun
 11:06 Item: 3 ammo_cells
 11:06 Item: 3 ammo_cells
 11:11 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 11:13 Item: 0 weapon_railgun
 11:14 Item: 1 weapon_rocketlauncher
 11:16 Item: 2 item_armor_combat
 11:17 Item: 3 weapon_rocketlauncher
 11:23 Item: 0 ammo_bullets
 11:23 Item: 0 ammo_shells
 11:24 Item: 2 weapon_rocketlauncher
 11:25 Item: 3 ammo_bullets
 11:25 Kill: 2 1 7: ^4anomen killed Bruno by MOD_ROCKET_SPLASH
 11:25 Item: 0 item_health
 11:25 Item: 0 item_health
 11:26 Item: 3 item_health
 11:26 Item: 0 ammo_shells
 11:26 Item: 2 weapon_rocketlauncher
 11:27 Item: 3 item_health
 11:30 Item: 1 ammo_slugs
 11:32 Item: 1 weapon_railgun
 11:32 Item: 2 weapon_rocketlauncher
 11:36 Item: 1 ammo_bullets
 11:37 Item: 1 ammo_shells
 11:37 Item: 0 item_armor_body
 11:38 Item: 0 item_health
 11:39 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 11:39 Item: 2 item_health
 11:42 Item: 2 item_health
 11:44 Item: 3 weapon_rocketlauncher
 11:48 Item: 3 item_health_large
 11:49 Item: 3 ammo_bullets
 11:51 Item: 1 weapon_plasmagun
 11:52 Item: 0 weapon_railgun
 11:52 Item: 3 item_health_large
 11:53 Item: 1 item_health
 11:55 Kill: 0 2 1: vincent-vega killed ^4anomen by MOD_SHOTGUN
 11:57 Item: 1 item_health
 11:57 Item: 1 item_health
 11:57 Item: 0 weapon_rocketlauncher
 11:58 Item: 0 weapon_rocketlauncher
 12:00 Item: 2 item_armor_combat
 12:03 Item: 2 weapon_rocketlauncher
 12:07 Item: 1 item_armor_shard
 12:07 Item: 1 item_armor_shard
 12:09 Item: 1 item_armor_shard
 12:09 Item: 1 item_armor_shard
 12:09 Item: 1 item_armor_shard
 12:09 Item: 1 item_armor_shard
 12:09 Item: 1 item_armor_shard
 12:10 Item: 2 item_health
 12:10 Item: 2 item_health
 12:11 Item: 1 item_armor_body
 12:12 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 12:12 Item: 3 weapon_rocketlauncher
 12:15 Item: 2 ammo_cells
 12:15 Item: 2 ammo_cells
 12:18 Kill: 1 0 8: Bruno killed vincent-vega by MOD_PLASMA
 12:18 Kill: 1 2 8: Bruno killed ^4anomen by MOD_PLASMA
 12:20 Item: 0 ammo_shells
 12:22 Item: 1 item_health
 12:23 Item: 2 weapon_rocketlauncher
 12:24 Item: 3 item_armor_shard
 12:27 Item: 3 ammo_shells
 12:29 Item: 0 weapon_railgun
 12:29 Item: 3 ammo_bullets
 12:29 Item: 3 ammo_shells
 12:30 Item: 2 weapon_rocketlauncher
 12:31 Item: 1 item_health
 12:31 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 12:33 Item: 1 ammo_slugs
 12:34 Item: 3 weapon_rocketlauncher
 12:35 Item: 1 weapon_railgun
 12:37 Item: 0 item_armor_combat
 12:39 Item: 1 weapon_shotgun
 12:42 Item: 3 weapon_rocketlauncher
 12:42 Item: 0 item_health
 12:46 Item: 3 item_health
 12:47 Item: 3 ammo_bullets
 12:47 Item: 3 ammo_shells
 12:48 Item: 1 weapon_railgun
 12:49 Item: 3 item_health
 12:49 Item: 3 item_health
 12:49 Item: 0 item_armor_body
 12:54 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 12:54 Item: 3 item_armor_shard
 12:54 Item: 3 item_armor_shard
 12:55 Item: 3 item_armor_shard
 12:55 Item: 3 item_armor_shard
 12:55 Item: 3 item_armor_shard
 12:56 Item: 1 ammo_bullets
 12:56 Item: 0 ammo_cells
 12:56 Item: 0 ammo_cells
 13:01 Item: 1 ammo_bullets
 13:02 Item: 1 item_health
 13:02 Item: 2 weapon_railgun
 13:09 Item: 0 item_health
 13:10 Item: 1 item_armor_combat
 13:15 Item: 2 weapon_plasmagun
 13:15 Item: 1 weapon_rocketlauncher
 13:16 Item: 0 weapon_shotgun
 13:16 Item: 3 ammo_slugs
 13:19 Item: 3 weapon_railgun
 13:19 Item: 1 item_armor_shard
 13:19 Item: 1 item_armor_shard
 13:19 Item: 1 item_armor_shard
 13:20 Item: 1 item_armor_shard
 13:20 Item: 1 item_armor_shard
 13:21 Kill: 0 3 1: vincent-vega killed None by MOD_SHOTGUN
 13:22 Item: 1 item_armor_shard
 13:22 Item: 1 item_armor_shard
 13:24 Item: 0 weapon_railgun
 13:27 Item: 1 item_armor_body
 13:27 Item: 3 ammo_bullets
 13:27 Item: 3 ammo_shells
 13:31 Item: 3 weapon_shotgun
 13:33 Item: 3 weapon_rocketlauncher
 13:35 Item: 1 weapon_plasmagun
 13:35 Item: 0 item_health
 13:38 Item: 0 item_health
 13:39 Kill: 1 1 9: Bruno killed Bruno by MOD_PLASMA_SPLASH
 13:40 Kill: 1022 3 22: <world> killed None by MOD_TRIGGER_HURT
 13:40 Item: 2 weapon_rocketlauncher
 13:42 Item: 2 item_armor_combat
 13:43 Item: 1 ammo_bullets
 13:43 Item: 0 item_health
 13:46 Item: 2 weapon_rocketlauncher
 13:47 Item: 3 item_armor_shard
 13:47 Item: 2 item_health_large
 13:51 Item: 3 weapon_shotgun
 13:51 Item: 0 weapon_plasmagun
 13:51 Item: 1 weapon_rocketlauncher
 13:52 Item: 0 item_armor_shard
 13:53 Kill: 2 1 6: ^4anomen killed Bruno by MOD_ROCKET
 13:53 Item: 0 item_armor_shard
 13:53 Item: 0 item_armor_shard
 13:53 Item: 0 item_armor_shard
 13:53 Item: 0 item_armor_shard
 13:53 Item: 0 item_armor_shard
 13:53 Item: 0 item_armor_shard
 13:55 Item: 2 item_health_large
 13:56 Item: 3 item_health
 13:56 Item: 3 item_health
 13:58 Item: 1 ammo_shells
 13:58 Item: 1 ammo_bullets
 13:59 Item: 1 item_health
 13:59 Item: 1 item_health
 14:00 Item: 0 ammo_slugs
 14:02 Kill: 3 1 1: None killed Bruno by MOD_SHOTGUN
 14:02 Item: 0 weapon_railgun
 14:04 Item: 2 item_armor_body
 14:05 Item: 3 weapon_rocketlauncher
 14:08 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 14:08 Item: 1 weapon_rocketlauncher
 14:09 Item: 2 weapon_railgun
 14:09 Item: 0 ammo_rockets
 14:10 Item: 3 ammo_cells
 14:10 Item: 3 ammo_cells
 14:11 Item: 0 item_armor_combat
 14:13 Item: 2 weapon_rocketlauncher
 14:13 Item: 0 ammo_shells
 14:18 Item: 1 weapon_shotgun
 14:19 Item: 1 item_armor_shard
 14:19 Item: 1 item_armor_shard
 14:20 Item: 1 item_armor_shard
 14:20 Item: 0 item_health
 14:20 Item: 3 weapon_rocketlauncher
 14:21 Item: 1 item_health
 14:21 Kill: 2 1 7: ^4anomen killed Bruno by MOD_ROCKET_SPLASH
 14:22 Item: 2 item_health
 14:22 Item: 2 weapon_shotgun
 14:23 Item: 2 item_health
 14:24 Item: 0 weapon_railgun
 14:29 Item: 1 ammo_bullets
 14:29 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:30 Item: 2 item_armor_shard
 14:31 Item: 3 weapon_railgun
 14:32 Item: 2 weapon_shotgun
 14:32 Kill: 3 2 10: None killed ^4anomen by MOD_RAILGUN
 14:33 Item: 3 item_armor_shard
 14:33 Item: 0 item_health
 14:33 Item: 0 item_health
 14:33 Item: 1 ammo_bullets
 14:33 Item: 1 ammo_shells
 14:35 Item: 1 ammo_shells
 14:38 Item: 2 weapon_rocketlauncher
 14:40 Item: 1 weapon_railgun
 14:40 Item: 2 item_armor_combat
 14:42 Item: 1 item_armor_body
 14:43 Item: 2 weapon_rocketlauncher
 14:43 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 14:45 Item: 0 weapon_railgun
 14:47 Item: 1 weapon_plasmagun
 14:47 Item: 2 item_health
 14:48 Item: 2 item_health
 14:50 Item: 1 item_armor_shard
 14:50 Item: 1 item_armor_shard
 14:50 Item: 1 item_armor_shard
 14:50 Item: 1 item_armor_shard
 14:50 Item: 1 item_armor_shard
 14:50 Item: 1 item_armor_shard
 14:52 Item: 1 weapon_plasmagun
 14:53 Item: 1 weapon_shotgun
 14:53 Item: 1 weapon_rocketlauncher
 14:53 Item: 0 ammo_rockets
 14:54 Item: 0 ammo_rockets
 14:55 Kill: 2 3 6: ^4anomen killed None by MOD_ROCKET
 14:56 Item: 2 weapon_railgun
 14:58 Item: 1 weapon_rocketlauncher
 15:02 Item: 1 item_armor_shard
 15:02 Item: 1 item_armor_shard
 15:02 Item: 1 item_armor_shard
 15:03 Item: 1 item_armor_shard
 15:08 Item: 3 ammo_bullets
 15:10 Item: 3 ammo_bullets
 15:11 Kill: 2 0 10: ^4anomen killed vincent-vega by MOD_RAILGUN
 15:11 Item: 1 item_health
 15:12 Item: 3 item_health
 15:13 Item: 2 weapon_rocketlauncher
 15:14 Kill: 3 1 3: None killed Bruno by MOD_MACHINEGUN
 15:14 Item: 3 weapon_rocketlauncher
 15:15 Item: 2 item_armor_combat
 15:16 Kill: 3 3 7: None killed None by MOD_ROCKET_SPLASH
 15:16 Item: 2 item_health_large
 15:17 Item: 0 ammo_bullets
 15:17 Item: 0 ammo_shells
 15:17 Item: 0 weapon_rocketlauncher
 15:18 Item: 1 ammo_bullets
 15:18 Item: 1 ammo_shells
 15:20 Item: 2 weapon_rocketlauncher
 15:21 Item: 3 ammo_shells
 15:24 Item: 2 item_health
 15:25 Item: 2 item_health
 15:29 Item: 0 weapon_railgun
 15:29 Kill: 3 1 3: None killed Bruno by MOD_MACHINEGUN
 15:30 Item: 2 ammo_slugs
 15:32 Item: 2 item_armor_body
 15:33 Item: 1 ammo_cells
 15:33 Item: 1 ammo_cells
 15:33 Item: 3 item_health
 15:33 Item: 3 item_health
 15:36 Item: 1 ammo_shells
 15:37 Item: 3 item_health
 15:37 Item: 3 item_health
 15:38 Item: 2 weapon_railgun
 15:42 Item: 2 item_health
 15:43 Item: 0 weapon_rocketlauncher
 15:45 Item: 0 item_health_large
 15:46 Item: 2 weapon_railgun
 15:48 Item: 2 item_armor_shard
 15:48 Item: 2 item_armor_shard
 15:48 Kill: 0 3 7: vincent-vega killed None by MOD_ROCKET_SPLASH
 15:48 Item: 2 item_armor_shard
 15:48 Item: 2 item_armor_shard
 15:48 Item: 2 item_armor_shard
 15:49 Item: 2 item_armor_shard
 15:49 Item: 2 item_armor_shard
 15:51 Item: 0 weapon_rocketlauncher
 15:52 Kill: 0 1 6: vincent-vega killed Bruno by MOD_ROCKET
 15:54 Item: 2 weapon_railgun
 15:55 Item: 0 item_armor_combat
 15:57 Item: 0 item_health_large
 15:58 Item: 1 ammo_bullets
 15:58 Item: 0 ammo_shells
 15:58 Item: 0 ammo_bullets
 16:01 Item: 2 weapon_railgun
 16:01 Item: 3 weapon_rocketlauncher
 16:03 Item: 0 item_health
 16:03 Kill: 3 3 7: None killed None by MOD_ROCKET_SPLASH
 16:07 Item: 2 item_armor_body
 16:08 Item: 1 weapon_shotgun
 16:09 Item: 3 ammo_bullets
 16:09 Item: 3 ammo_shells
 16:14 Item: 1 item_health
 16:15 Item: 3 item_health
 16:16 Item: 1 ammo_shells
 16:17 Kill: 2 0 10: ^4anomen killed vincent-vega by MOD_RAILGUN
 16:19 Item: 2 item_health
 16:20 Item: 2 ammo_slugs
 16:22 Item: 0 weapon_rocketlauncher
 16:22 Item: 2 weapon_railgun
 16:22 Item: 1 ammo_bullets
 16:22 Kill: 3 1 3: None killed Bruno by MOD_MACHINEGUN
 16:23 Item: 0 weapon_rocketlauncher
 16:25 Item: 3 weapon_shotgun
 16:25 Item: 0 item_armor_combat
 16:27 Item: 2 weapon_railgun
 16:29 Item: 3 item_health
 16:29 Item: 3 item_health
 16:29 Item: 1 ammo_rockets
 16:29 Item: 1 ammo_rockets
 16:32 Item: 2 weapon_railgun
 16:33 Item: 1 weapon_rocketlauncher
 16:39 Item: 2 item_armor_body
 16:39 Item: 3 item_armor_shard
 16:40 Item: 2 item_health
 16:45 Item: 2 weapon_railgun
 16:46 Item: 0 item_health_large
 16:46 Kill: 1022 1 22: <world> killed Bruno by MOD_TRIGGER_HURT
 16:48 Item: 0 item_health_large
 16:50 Item: 0 ammo_shells
 16:50 Item: 3 item_health
 16:50 Item: 2 weapon_railgun
 16:50 Item: 3 item_health
 16:50 Kill: 0 3 7: vincent-vega killed None by MOD_ROCKET_SPLASH
 16:52 Item: 1 ammo_bullets
 16:52 Item: 1 ammo_shells
 16:53 Item: 1 ammo_shells
 16:55 Item: 3 ammo_bullets
 16:56 Item: 2 weapon_railgun
 16:56 Kill: 0 2 6: vincent-vega killed ^4anomen by MOD_ROCKET
 16:56 Exit: Fraglimit hit.
 16:56 score: 30  ping: 48  client: 0 vincent-vega
 16:56 score: 22  ping: 14  client: 2 ^4anomen
 16:56 score: 1  ping: 300  client: 1 Bruno
 16:56 score: -1  ping: 25  client: 3 None
 17:12 ShutdownGame:
 17:12 ------------------------------------------------------------
 17:12 ------------------------------------------------------------
 17:12 InitGame: \dmflags\0\fraglimit\30\timelimit\25\sv_hostname\malina\sv_maxclients\8\sv_minRate\0\sv_maxRate\0\sv_dlRate\100\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\g_maxGameClients\0\capturelimit\8\version\ioq3 1.36+u20181222.e5da13f~dfsg-2/Raspbian linux-arm Mar  8 2019\com_gamename\Quake3Arena\com_protocol\71\g_gametype\0\mapname\q3dm16\sv_privateClients\0\sv_allowDownload\0\bot_minplayers\0\gamename\baseq3\g_needpass\0
 17:13 ClientConnect: 0
 17:13 ClientUserinfoChanged: 0 n\vincent-vega\t\0\model\doom/default\hmodel\doom/default\g_redteam\\g_blueteam\\c1\2\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 17:13 ClientBegin: 0
 17:13 ClientConnect: 1
 17:13 ClientUserinfoChanged: 1 n\Bruno\t\0\model\sarge/default\hmodel\sarge/default\g_redteam\\g_blueteam\\c1\6\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 17:13 ClientBegin: 1
 17:13 ClientConnect: 2
 17:13 ClientUserinfoChanged: 2 n\^4anomen\t\0\model\ranger/default\hmodel\ranger/default\g_redteam\\g_blueteam\\c1\1\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 17:13 ClientBegin: 2
 17:13 ClientConnect: 3
 17:13 ClientUserinfoChanged: 3 n\None\t\0\model\sarge/default\hmodel\sarge/default\g_redteam\\g_blueteam\\c1\3\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 17:13 ClientBegin: 3
 17:15 Item: 3 ammo_cells
 17:15 Item: 3 ammo_cells
 17:17 Item: 1 ammo_bullets
 17:17 Item: 1 ammo_shells
 17:19 Item: 1 ammo_shells
 17:19 Item: 1 ammo_bullets
 17:23 say: ^4anomen: same map?
 17:23 Item: 1 weapon_rocketlauncher
 17:26 Item: 3 ammo_bullets
 17:26 Item: 3 ammo_shells
 17:29 Item: 2 weapon_rocketlauncher
 17:30 say: None: yes
 17:31 Item: 1 ammo_rockets
 17:31 Item: 1 ammo_rockets
 17:34 say: vincent-vega: 17
 17:34 Item: 2 weapon_railgun
 17:37 Item: 3 ammo_slugs
 17:39 Item: 1 weapon_rocketlauncher
 17:40 Item: 3 weapon_railgun
 17:40 Kill: 2 3 6: ^4anomen killed None by MOD_ROCKET
 17:40 Item: 2 weapon_railgun
 17:44 Item: 1 weapon_shotgun
 17:44 Item: 2 item_health
 17:46 Item: 1 item_armor_shard
 17:46 Item: 1 item_armor_shard
 17:46 Item: 1 item_armor_shard
 17:46 Item: 1 item_armor_shard
 17:46 Item: 1 item_armor_shard
 17:46 Item: 1 item_armor_shard
 17:47 Item: 0 weapon_railgun
 17:47 Item: 1 item_armor_shard
 17:48 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 17:49 Item: 3 weapon_plasmagun
 17:49 Item: 2 weapon_railgun
 17:50 Item: 1 weapon_shotgun
 17:51 Item: 2 weapon_rocketlauncher
 17:53 Item: 2 item_health_large
 17:53 Item: 3 weapon_railgun
 17:57 Kill: 1022 3 22: <world> killed None by MOD_TRIGGER_HURT
 18:01 Item: 0 item_armor_combat
 18:01 Kill: 0 2 3: vincent-vega killed ^4anomen by MOD_MACHINEGUN
 18:02 Item: 3 weapon_rocketlauncher
 18:04 Item: 0 ammo_shells
 18:04 Item: 0 ammo_bullets
 18:05 Item: 0 item_health
 18:05 Item: 0 item_health
 18:06 Item: 3 weapon_rocketlauncher
 18:08 Item: 2 weapon_rocketlauncher
 18:10 Item: 0 weapon_railgun
 18:11 Item: 2 ammo_bullets
 18:11 Item: 2 ammo_shells
 18:12 Item: 3 item_health
 18:14 Item: 2 weapon_rocketlauncher
 18:15 Item: 0 weapon_railgun
 18:15 Kill: 0 1 10: vincent-vega killed Bruno by MOD_RAILGUN
 18:20 Kill: 3 2 6: None killed ^4anomen by MOD_ROCKET
 18:21 Item: 0 item_health
 18:21 Item: 0 item_health
 18:24 Item: 1 ammo_bullets
 18:24 Item: 1 ammo_shells
 18:24 Item: 2 weapon_rocketlauncher
 18:25 Item: 2 weapon_rocketlauncher
 18:26 Item: 2 weapon_rocketlauncher
 18:28 Item: 3 weapon_railgun
 18:28 Item: 1 weapon_shotgun
 18:29 Item: 0 item_armor_body
 18:30 Item: 0 item_health
 18:32 Item: 3 ammo_cells
 18:32 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Item: 0 item_armor_shard
 18:33 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 18:34 Item: 1 ammo_slugs
 18:35 Item: 0 weapon_shotgun
 18:37 Item: 0 weapon_rocketlauncher
 18:38 Item: 1 item_health
 18:39 Item: 2 weapon_railgun
 18:40 Item: 0 item_armor_shard
 18:40 Item: 0 item_armor_shard
 18:40 Item: 0 item_armor_shard
 18:42 Item: 1 item_armor_shard
 18:43 Item: 1 item_armor_shard
 18:44 Item: 1 item_armor_shard
 18:44 Item: 1 item_armor_shard
 18:45 Item: 2 weapon_rocketlauncher
 18:47 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 18:47 Item: 2 weapon_rocketlauncher
 18:47 Item: 2 item_armor_combat
 18:51 Item: 2 weapon_rocketlauncher
 18:52 Item: 0 ammo_bullets
 18:52 Item: 0 ammo_shells
 18:52 Item: 1 weapon_railgun
 18:53 Item: 3 item_health
 18:53 Item: 2 ammo_bullets
 18:54 Item: 2 ammo_shells
 18:54 Item: 2 item_health
 18:56 Item: 3 ammo_bullets
 18:56 Item: 3 ammo_shells
 18:57 Item: 2 item_health
 19:00 Item: 0 weapon_rocketlauncher
 19:01 Item: 1 item_armor_shard
 19:01 Item: 1 item_armor_shard
 19:01 Item: 1 item_armor_shard
 19:01 Item: 1 item_armor_shard
 19:01 Item: 1 item_armor_shard
 19:02 Item: 1 item_armor_shard
 19:02 Item: 2 weapon_railgun
 19:06 Item: 1 ammo_bullets
 19:06 Item: 1 ammo_shells
 19:06 Item: 2 weapon_rocketlauncher
 19:09 Item: 0 weapon_railgun
 19:09 Item: 3 weapon_shotgun
 19:13 Item: 2 weapon_rocketlauncher
 19:16 Item: 0 item_armor_body
 19:19 Item: 2 weapon_rocketlauncher
 19:20 Item: 1 item_armor_combat
 19:21 Item: 0 item_health
 19:23 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 19:26 Item: 0 item_health
 19:27 Item: 2 weapon_rocketlauncher
 19:27 Item: 2 weapon_shotgun
 19:28 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 19:32 Item: 1 weapon_rocketlauncher
 19:32 Item: 2 ammo_rockets
 19:32 Item: 2 ammo_rockets
 19:34 Item: 0 weapon_rocketlauncher
 19:37 Item: 3 item_health
 19:38 Item: 3 item_health
 19:39 Kill: 0 3 7: vincent-vega killed None by MOD_ROCKET_SPLASH
 19:41 Item: 2 weapon_rocketlauncher
 19:42 Item: 1 item_health
 19:42 Item: 1 item_health
 19:43 Item: 2 item_armor_shard
 19:43 Item: 2 item_armor_shard
 19:43 Item: 2 item_armor_shard
 19:43 Item: 2 item_armor_shard
 19:43 Item: 2 item_armor_shard
 19:43 Item: 2 item_armor_shard
 19:44 Item: 3 ammo_bullets
 19:45 Item: 1 item_health
 19:45 Item: 2 item_armor_body
 19:47 Item: 3 item_armor_shard
 19:49 Item: 2 weapon_railgun
 19:49 Item: 3 weapon_shotgun
 19:49 Item: 0 item_armor_combat
 19:49 Item: 1 ammo_shells
 19:50 Item: 0 item_health_large
 19:50 Item: 3 weapon_rocketlauncher
 19:50 Item: 1 ammo_shells
 19:51 Kill: 2 3 7: ^4anomen killed None by MOD_ROCKET_SPLASH
 19:52 Item: 0 ammo_bullets
 19:55 Item: 2 weapon_rocketlauncher
 19:57 Item: 0 ammo_slugs
 20:00 Item: 3 weapon_rocketlauncher
 20:00 Item: 0 weapon_railgun
 20:02 Kill: 2 3 6: ^4anomen killed None by MOD_ROCKET
 20:03 Kill: 1022 1 22: <world> killed Bruno by MOD_TRIGGER_HURT
 20:04 Item: 3 ammo_cells
 20:05 Item: 0 weapon_railgun
 20:07 Item: 2 weapon_rocketlauncher
 20:09 Item: 3 ammo_shells
 20:09 Item: 1 weapon_rocketlauncher
 20:10 Item: 0 weapon_railgun
 20:13 Item: 2 weapon_shotgun
 20:14 Item: 1 ammo_bullets
 20:16 Item: 3 weapon_rocketlauncher
 20:17 Item: 2 item_health
 20:20 Item: 3 item_health_large
 20:21 Item: 3 ammo_shells
 20:21 Item: 2 ammo_cells
 20:21 Item: 0 item_health
 20:21 Item: 0 item_health
 20:22 Item: 0 ammo_bullets
 20:24 Item: 2 item_armor_body
 20:25 Item: 0 weapon_shotgun
 20:26 Kill: 2 1 7: ^4anomen killed Bruno by MOD_ROCKET_SPLASH
 20:27 Item: 0 weapon_rocketlauncher
 20:29 Item: 3 weapon_rocketlauncher
 20:31 Item: 1 ammo_bullets
 20:31 Item: 0 item_armor_combat
 20:32 Item: 3 weapon_railgun
 20:32 Item: 0 item_health_large
 20:37 Item: 3 item_armor_shard
 20:37 Item: 3 item_armor_shard
 20:37 Item: 3 item_armor_shard
 20:37 Item: 3 item_armor_shard
 20:37 Item: 3 item_armor_shard
 20:37 Item: 1 weapon_rocketlauncher
 20:37 Item: 2 weapon_shotgun
 20:37 Item: 3 item_armor_shard
 20:38 Item: 3 item_armor_shard
 20:38 Item: 0 ammo_slugs
 20:40 Item: 0 weapon_railgun
 20:41 Item: 3 item_armor_shard
 20:41 Item: 3 item_armor_shard
 20:42 Item: 3 item_armor_shard
 20:42 Item: 3 item_armor_shard
 20:42 Item: 3 item_armor_shard
 20:42 Item: 3 item_armor_shard
 20:42 Item: 3 item_armor_shard
 20:44 Item: 2 weapon_rocketlauncher
 20:47 Item: 3 weapon_shotgun
 20:49 Item: 0 item_health
 20:51 Kill: 2 3 10: ^4anomen killed None by MOD_RAILGUN
 20:53 Item: 2 weapon_shotgun
 20:54 Item: 0 weapon_railgun
 20:55 Item: 1 weapon_rocketlauncher
 20:59 Item: 1 item_armor_combat
 20:59 Item: 2 item_health_large
 21:01 Item: 0 weapon_railgun
 21:04 Item: 2 weapon_rocketlauncher
 21:08 Item: 0 weapon_railgun
 21:09 Item: 1 item_health
 21:14 Item: 1 ammo_cells
 21:14 Item: 1 ammo_cells
 21:17 Item: 0 item_armor_body
 21:18 Item: 3 weapon_rocketlauncher
 21:19 Item: 2 item_health
 21:20 Item: 3 item_health_large
 21:21 Item: 3 ammo_shells
 21:22 Kill: 0 2 7: vincent-vega killed ^4anomen by MOD_ROCKET_SPLASH
 21:22 Item: 3 item_health
 21:22 Item: 3 item_health
 21:22 Item: 0 weapon_rocketlauncher
 21:23 Item: 3 ammo_bullets
 21:27 Item: 0 item_health
 21:27 Item: 1 item_armor_shard
 21:27 Item: 1 item_armor_shard
 21:27 Item: 3 ammo_slugs
 21:28 Item: 1 item_armor_shard
 21:28 Item: 1 item_armor_shard
 21:28 Item: 1 item_armor_shard
 21:28 Item: 1 item_armor_shard
 21:28 Item: 1 item_armor_shard
 21:30 Item: 0 item_armor_combat
 21:30 Item: 1 item_health
 21:32 Item: 1 ammo_bullets
 21:32 Item: 1 ammo_shells
 21:33 Item: 2 weapon_rocketlauncher
 21:34 Item: 0 ammo_shells
 21:36 Item: 0 item_health
 21:38 Item: 2 weapon_shotgun
 21:39 Kill: 0 1 6: vincent-vega killed Bruno by MOD_ROCKET
 21:40 Item: 3 item_health
 21:41 Item: 0 item_health
 21:41 Item: 0 item_health
 21:45 Item: 2 weapon_railgun
 21:46 Item: 0 ammo_shells
 21:47 Item: 1 weapon_rocketlauncher
 21:48 Kill: 3 2 6: None killed ^4anomen by MOD_ROCKET
 21:49 Item: 3 weapon_shotgun
 21:52 Item: 1 weapon_railgun
 21:53 Item: 3 item_health
 21:55 Item: 2 ammo_rockets
 21:55 Item: 2 ammo_rockets
 21:56 Item: 1 item_armor_shard
 21:57 Kill: 0 2 1: vincent-vega killed ^4anomen by MOD_SHOTGUN
 21:59 Item: 3 weapon_rocketlauncher
 22:00 Item: 1 item_armor_body
 22:00 Item: 0 item_health
 22:02 Item: 3 item_armor_shard
 22:02 Item: 3 item_armor_shard
 22:02 Item: 2 weapon_rocketlauncher
 22:02 Item: 3 item_armor_shard
 22:02 Item: 3 item_armor_shard
 22:02 Item: 3 item_armor_shard
 22:02 Item: 3 item_armor_shard
 22:03 Item: 1 item_health
 22:04 Item: 2 ammo_shells
 22:04 Item: 2 ammo_bullets
